Month,Zipcode,Crime rate per 1000
08/2021,85007,0.16
08/2021,85008,0.16
08/2021,85009,0.16
08/2021,85010,0.16
08/2021,85011,0.16
08/2021,85012,0.16
08/2021,85013,0.16
08/2021,85014,0.16
08/2021,85015,0.16
08/2021,85016,0.16
08/2021,85017,0.16
08/2021,85018,0.16
08/2021,85019,0.16
08/2021,85020,0.16
08/2021,85021,0.16
08/2021,85022,0.16
08/2021,85023,0.16
08/2021,85024,0.16
08/2021,85026,0.16
08/2021,85027,0.16
08/2021,85028,0.16
08/2021,85029,0.16
08/2021,85030,0.16
08/2021,85031,0.16
08/2021,85032,0.16
08/2021,85033,0.16
08/2021,85034,0.16
08/2021,85035,0.16
08/2021,85036,0.16
08/2021,85037,0.16
08/2021,85038,0.16
08/2021,85040,0.16
08/2021,85041,0.16
08/2021,85042,0.16
08/2021,85043,0.16
08/2021,85044,0.16
08/2021,85045,0.16
08/2021,85046,0.16
08/2021,85048,0.16
08/2021,85050,0.16
08/2021,85051,0.16
08/2021,85053,0.16
08/2021,85054,0.16
08/2021,85060,0.16
08/2021,85061,0.16
08/2021,85062,0.16
08/2021,85063,0.16
08/2021,85064,0.16
08/2021,85066,0.16
08/2021,85067,0.16
08/2021,85068,0.16
08/2021,85069,0.16
08/2021,85070,0.16
08/2021,85071,0.16
08/2021,85072,0.16
08/2021,85074,0.16
08/2021,85076,0.16
08/2021,85078,0.16
08/2021,85079,0.16
08/2021,85080,0.16
08/2021,85082,0.16
08/2021,85083,0.16
08/2021,85085,0.16
08/2021,85086,0.16
08/2021,85087,0.16
08/2021,85119,0.16
08/2021,85120,0.16
08/2021,85127,0.16
08/2021,85139,0.16
08/2021,85142,0.16
08/2021,85201,0.16
08/2021,85202,0.16
08/2021,85203,0.16
08/2021,85204,0.16
08/2021,85205,0.16
08/2021,85206,0.16
08/2021,85207,0.16
08/2021,85208,0.16
08/2021,85209,0.16
08/2021,85210,0.16
08/2021,85211,0.16
08/2021,85212,0.16
08/2021,85213,0.16
08/2021,85214,0.16
08/2021,85215,0.16
08/2021,85216,0.16
08/2021,85224,0.16
08/2021,85225,0.16
08/2021,85226,0.16
08/2021,85233,0.16
08/2021,85234,0.16
08/2021,85236,0.16
08/2021,85244,0.16
08/2021,85246,0.16
08/2021,85248,0.16
08/2021,85249,0.16
08/2021,85250,0.16
08/2021,85251,0.16
08/2021,85252,0.16
08/2021,85253,0.16
08/2021,85254,0.16
08/2021,85255,0.16
08/2021,85256,0.16
08/2021,85257,0.16
08/2021,85258,0.16
08/2021,85259,0.16
08/2021,85260,0.16
08/2021,85261,0.16
08/2021,85262,0.16
08/2021,85263,0.16
08/2021,85264,0.16
08/2021,85266,0.16
08/2021,85267,0.16
08/2021,85268,0.16
08/2021,85269,0.16
08/2021,85271,0.16
08/2021,85274,0.16
08/2021,85275,0.16
08/2021,85277,0.16
08/2021,85280,0.16
08/2021,85281,0.16
08/2021,85282,0.16
08/2021,85283,0.16
08/2021,85284,0.16
08/2021,85285,0.16
08/2021,85286,0.16
08/2021,85287,0.16
08/2021,85288,0.16
08/2021,85295,0.16
08/2021,85296,0.16
08/2021,85297,0.16
08/2021,85298,0.16
08/2021,85299,0.16
08/2021,85301,0.16
08/2021,85302,0.16
08/2021,85303,0.16
08/2021,85304,0.16
08/2021,85305,0.16
08/2021,85306,0.16
08/2021,85307,0.16
08/2021,85308,0.16
08/2021,85309,0.16
08/2021,85310,0.16
08/2021,85311,0.16
08/2021,85312,0.16
08/2021,85318,0.16
08/2021,85320,0.16
08/2021,85322,0.16
08/2021,85323,0.16
08/2021,85326,0.16
08/2021,85327,0.16
08/2021,85329,0.16
08/2021,85331,0.16
08/2021,85333,0.16
08/2021,85335,0.16
08/2021,85337,0.16
08/2021,85338,0.16
08/2021,85339,0.16
08/2021,85340,0.16
08/2021,85342,0.16
08/2021,85343,0.16
08/2021,85345,0.16
08/2021,85351,0.16
08/2021,85353,0.16
08/2021,85354,0.16
08/2021,85355,0.16
08/2021,85358,0.16
08/2021,85361,0.16
08/2021,85363,0.16
08/2021,85372,0.16
08/2021,85373,0.16
08/2021,85374,0.16
08/2021,85375,0.16
08/2021,85376,0.16
08/2021,85377,0.16
08/2021,85378,0.16
08/2021,85379,0.16
08/2021,85380,0.16
08/2021,85381,0.16
08/2021,85382,0.16
08/2021,85383,0.16
08/2021,85385,0.16
08/2021,85387,0.16
08/2021,85388,0.16
08/2021,85390,0.16
08/2021,85392,0.16
08/2021,85395,0.16
08/2021,85396,0.16
09/2021,04013,0.18
09/2021,85001,0.18
09/2021,85002,0.18
09/2021,85003,0.18
09/2021,85004,0.18
09/2021,85005,0.18
09/2021,85006,0.18
09/2021,85007,0.18
09/2021,85008,0.18
09/2021,85009,0.18
09/2021,85010,0.18
09/2021,85011,0.18
09/2021,85012,0.18
09/2021,85013,0.18
09/2021,85014,0.18
09/2021,85015,0.18
09/2021,85016,0.18
09/2021,85017,0.18
09/2021,85018,0.18
09/2021,85019,0.18
09/2021,85020,0.18
09/2021,85021,0.18
09/2021,85022,0.18
09/2021,85023,0.18
09/2021,85024,0.18
09/2021,85026,0.18
09/2021,85027,0.18
09/2021,85028,0.18
09/2021,85029,0.18
09/2021,85030,0.18
09/2021,85031,0.18
09/2021,85032,0.18
09/2021,85033,0.18
09/2021,85034,0.18
09/2021,85035,0.18
09/2021,85036,0.18
09/2021,85037,0.18
09/2021,85038,0.18
09/2021,85040,0.18
09/2021,85041,0.18
09/2021,85042,0.18
09/2021,85043,0.18
09/2021,85044,0.18
09/2021,85045,0.18
09/2021,85046,0.18
09/2021,85048,0.18
09/2021,85050,0.18
09/2021,85051,0.18
09/2021,85053,0.18
09/2021,85054,0.18
09/2021,85060,0.18
09/2021,85061,0.18
09/2021,85062,0.18
09/2021,85063,0.18
09/2021,85064,0.18
09/2021,85066,0.18
09/2021,85067,0.18
09/2021,85068,0.18
09/2021,85069,0.18
09/2021,85070,0.18
09/2021,85071,0.18
09/2021,85072,0.18
09/2021,85074,0.18
09/2021,85076,0.18
09/2021,85078,0.18
09/2021,85079,0.18
09/2021,85080,0.18
09/2021,85082,0.18
09/2021,85083,0.18
09/2021,85085,0.18
09/2021,85086,0.18
09/2021,85087,0.18
09/2021,85119,0.18
09/2021,85120,0.18
09/2021,85127,0.18
09/2021,85139,0.18
09/2021,85142,0.18
09/2021,85201,0.18
09/2021,85202,0.18
09/2021,85203,0.18
09/2021,85204,0.18
09/2021,85205,0.18
09/2021,85206,0.18
09/2021,85207,0.18
09/2021,85208,0.18
09/2021,85209,0.18
09/2021,85210,0.18
09/2021,85211,0.18
09/2021,85212,0.18
09/2021,85213,0.18
09/2021,85214,0.18
09/2021,85215,0.18
09/2021,85216,0.18
09/2021,85224,0.18
09/2021,85225,0.18
09/2021,85226,0.18
09/2021,85233,0.18
09/2021,85234,0.18
09/2021,85236,0.18
09/2021,85244,0.18
09/2021,85246,0.18
09/2021,85248,0.18
09/2021,85249,0.18
09/2021,85250,0.18
09/2021,85251,0.18
09/2021,85252,0.18
09/2021,85253,0.18
09/2021,85254,0.18
09/2021,85255,0.18
09/2021,85256,0.18
09/2021,85257,0.18
09/2021,85258,0.18
09/2021,85259,0.18
09/2021,85260,0.18
09/2021,85261,0.18
09/2021,85262,0.18
09/2021,85263,0.18
09/2021,85264,0.18
09/2021,85266,0.18
09/2021,85267,0.18
09/2021,85268,0.18
09/2021,85269,0.18
09/2021,85271,0.18
09/2021,85274,0.18
09/2021,85275,0.18
09/2021,85277,0.18
09/2021,85280,0.18
09/2021,85281,0.18
09/2021,85282,0.18
09/2021,85283,0.18
09/2021,85284,0.18
09/2021,85285,0.18
09/2021,85286,0.18
09/2021,85287,0.18
09/2021,85288,0.18
09/2021,85295,0.18
09/2021,85296,0.18
09/2021,85297,0.18
09/2021,85298,0.18
09/2021,85299,0.18
09/2021,85301,0.18
09/2021,85302,0.18
09/2021,85303,0.18
09/2021,85304,0.18
09/2021,85305,0.18
09/2021,85306,0.18
09/2021,85307,0.18
09/2021,85308,0.18
09/2021,85309,0.18
09/2021,85310,0.18
09/2021,85311,0.18
09/2021,85312,0.18
09/2021,85318,0.18
09/2021,85320,0.18
09/2021,85322,0.18
09/2021,85323,0.18
09/2021,85326,0.18
09/2021,85327,0.18
09/2021,85329,0.18
09/2021,85331,0.18
09/2021,85333,0.18
09/2021,85335,0.18
09/2021,85337,0.18
09/2021,85338,0.18
09/2021,85339,0.18
09/2021,85340,0.18
09/2021,85342,0.18
09/2021,85343,0.18
09/2021,85345,0.18
09/2021,85351,0.18
09/2021,85353,0.18
09/2021,85354,0.18
09/2021,85355,0.18
09/2021,85358,0.18
09/2021,85361,0.18
09/2021,85363,0.18
09/2021,85372,0.18
09/2021,85373,0.18
09/2021,85374,0.18
09/2021,85375,0.18
09/2021,85376,0.18
09/2021,85377,0.18
09/2021,85378,0.18
09/2021,85379,0.18
09/2021,85380,0.18
09/2021,85381,0.18
09/2021,85382,0.18
09/2021,85383,0.18
09/2021,85385,0.18
09/2021,85387,0.18
09/2021,85388,0.18
09/2021,85390,0.18
09/2021,85392,0.18
09/2021,85395,0.18
09/2021,85396,0.18
10/2021,04013,0.17
10/2021,85001,0.17
10/2021,85002,0.17
10/2021,85003,0.17
10/2021,85004,0.17
10/2021,85005,0.17
10/2021,85006,0.17
10/2021,85007,0.17
10/2021,85008,0.17
10/2021,85009,0.17
10/2021,85010,0.17
10/2021,85011,0.17
10/2021,85012,0.17
10/2021,85013,0.17
10/2021,85014,0.17
10/2021,85015,0.17
10/2021,85016,0.17
10/2021,85017,0.17
10/2021,85018,0.17
10/2021,85019,0.17
10/2021,85020,0.17
10/2021,85021,0.17
10/2021,85022,0.17
10/2021,85023,0.17
10/2021,85024,0.17
10/2021,85026,0.17
10/2021,85027,0.17
10/2021,85028,0.17
10/2021,85029,0.17
10/2021,85030,0.17
10/2021,85031,0.17
10/2021,85032,0.17
10/2021,85033,0.17
10/2021,85034,0.17
10/2021,85035,0.17
10/2021,85036,0.17
10/2021,85037,0.17
10/2021,85038,0.17
10/2021,85040,0.17
10/2021,85041,0.17
10/2021,85042,0.17
10/2021,85043,0.17
10/2021,85044,0.17
10/2021,85045,0.17
10/2021,85046,0.17
10/2021,85048,0.17
10/2021,85050,0.17
10/2021,85051,0.17
10/2021,85053,0.17
10/2021,85054,0.17
10/2021,85060,0.17
10/2021,85061,0.17
10/2021,85062,0.17
10/2021,85063,0.17
10/2021,85064,0.17
10/2021,85066,0.17
10/2021,85067,0.17
10/2021,85068,0.17
10/2021,85069,0.17
10/2021,85070,0.17
10/2021,85071,0.17
10/2021,85072,0.17
10/2021,85074,0.17
10/2021,85076,0.17
10/2021,85078,0.17
10/2021,85079,0.17
10/2021,85080,0.17
10/2021,85082,0.17
10/2021,85083,0.17
10/2021,85085,0.17
10/2021,85086,0.17
10/2021,85087,0.17
10/2021,85119,0.17
10/2021,85120,0.17
10/2021,85127,0.17
10/2021,85139,0.17
10/2021,85142,0.17
10/2021,85201,0.17
10/2021,85202,0.17
10/2021,85203,0.17
10/2021,85204,0.17
10/2021,85205,0.17
10/2021,85206,0.17
10/2021,85207,0.17
10/2021,85208,0.17
10/2021,85209,0.17
10/2021,85210,0.17
10/2021,85211,0.17
10/2021,85212,0.17
10/2021,85213,0.17
10/2021,85214,0.17
10/2021,85215,0.17
10/2021,85216,0.17
10/2021,85224,0.17
10/2021,85225,0.17
10/2021,85226,0.17
10/2021,85233,0.17
10/2021,85234,0.17
10/2021,85236,0.17
10/2021,85244,0.17
10/2021,85246,0.17
10/2021,85248,0.17
10/2021,85249,0.17
10/2021,85250,0.17
10/2021,85251,0.17
10/2021,85252,0.17
10/2021,85253,0.17
10/2021,85254,0.17
10/2021,85255,0.17
10/2021,85256,0.17
10/2021,85257,0.17
10/2021,85258,0.17
10/2021,85259,0.17
10/2021,85260,0.17
10/2021,85261,0.17
10/2021,85262,0.17
10/2021,85263,0.17
10/2021,85264,0.17
10/2021,85266,0.17
10/2021,85267,0.17
10/2021,85268,0.17
10/2021,85269,0.17
10/2021,85271,0.17
10/2021,85274,0.17
10/2021,85275,0.17
10/2021,85277,0.17
10/2021,85280,0.17
10/2021,85281,0.17
10/2021,85282,0.17
10/2021,85283,0.17
10/2021,85284,0.17
10/2021,85285,0.17
10/2021,85286,0.17
10/2021,85287,0.17
10/2021,85288,0.17
10/2021,85295,0.17
10/2021,85296,0.17
10/2021,85297,0.17
10/2021,85298,0.17
10/2021,85299,0.17
10/2021,85301,0.17
10/2021,85302,0.17
10/2021,85303,0.17
10/2021,85304,0.17
10/2021,85305,0.17
10/2021,85306,0.17
10/2021,85307,0.17
10/2021,85308,0.17
10/2021,85309,0.17
10/2021,85310,0.17
10/2021,85311,0.17
10/2021,85312,0.17
10/2021,85318,0.17
10/2021,85320,0.17
10/2021,85322,0.17
10/2021,85323,0.17
10/2021,85326,0.17
10/2021,85327,0.17
10/2021,85329,0.17
10/2021,85331,0.17
10/2021,85333,0.17
10/2021,85335,0.17
10/2021,85337,0.17
10/2021,85338,0.17
10/2021,85339,0.17
10/2021,85340,0.17
10/2021,85342,0.17
10/2021,85343,0.17
10/2021,85345,0.17
10/2021,85351,0.17
10/2021,85353,0.17
10/2021,85354,0.17
10/2021,85355,0.17
10/2021,85358,0.17
10/2021,85361,0.17
10/2021,85363,0.17
10/2021,85372,0.17
10/2021,85373,0.17
10/2021,85374,0.17
10/2021,85375,0.17
10/2021,85376,0.17
10/2021,85377,0.17
10/2021,85378,0.17
10/2021,85379,0.17
10/2021,85380,0.17
10/2021,85381,0.17
10/2021,85382,0.17
10/2021,85383,0.17
10/2021,85385,0.17
10/2021,85387,0.17
10/2021,85388,0.17
10/2021,85390,0.17
10/2021,85392,0.17
10/2021,85395,0.17
10/2021,85396,0.17
11/2021,04013,0.16
11/2021,85001,0.16
11/2021,85002,0.16
11/2021,85003,0.16
11/2021,85004,0.16
11/2021,85005,0.16
11/2021,85006,0.16
11/2021,85007,0.16
11/2021,85008,0.16
11/2021,85009,0.16
11/2021,85010,0.16
11/2021,85011,0.16
11/2021,85012,0.16
11/2021,85013,0.16
11/2021,85014,0.16
11/2021,85015,0.16
11/2021,85016,0.16
11/2021,85017,0.16
11/2021,85018,0.16
11/2021,85019,0.16
11/2021,85020,0.16
11/2021,85021,0.16
11/2021,85022,0.16
11/2021,85023,0.16
11/2021,85024,0.16
11/2021,85026,0.16
11/2021,85027,0.16
11/2021,85028,0.16
11/2021,85029,0.16
11/2021,85030,0.16
11/2021,85031,0.16
11/2021,85032,0.16
11/2021,85033,0.16
11/2021,85034,0.16
11/2021,85035,0.16
11/2021,85036,0.16
11/2021,85037,0.16
11/2021,85038,0.16
11/2021,85040,0.16
11/2021,85041,0.16
11/2021,85042,0.16
11/2021,85043,0.16
11/2021,85044,0.16
11/2021,85045,0.16
11/2021,85046,0.16
11/2021,85048,0.16
11/2021,85050,0.16
11/2021,85051,0.16
11/2021,85053,0.16
11/2021,85054,0.16
11/2021,85060,0.16
11/2021,85061,0.16
11/2021,85062,0.16
11/2021,85063,0.16
11/2021,85064,0.16
11/2021,85066,0.16
11/2021,85067,0.16
11/2021,85068,0.16
11/2021,85069,0.16
11/2021,85070,0.16
11/2021,85071,0.16
11/2021,85072,0.16
11/2021,85074,0.16
11/2021,85076,0.16
11/2021,85078,0.16
11/2021,85079,0.16
11/2021,85080,0.16
11/2021,85082,0.16
11/2021,85083,0.16
11/2021,85085,0.16
11/2021,85086,0.16
11/2021,85087,0.16
11/2021,85119,0.16
11/2021,85120,0.16
11/2021,85127,0.16
11/2021,85139,0.16
11/2021,85142,0.16
11/2021,85201,0.16
11/2021,85202,0.16
11/2021,85203,0.16
11/2021,85204,0.16
11/2021,85205,0.16
11/2021,85206,0.16
11/2021,85207,0.16
11/2021,85208,0.16
11/2021,85209,0.16
11/2021,85210,0.16
11/2021,85211,0.16
11/2021,85212,0.16
11/2021,85213,0.16
11/2021,85214,0.16
11/2021,85215,0.16
11/2021,85216,0.16
11/2021,85224,0.16
11/2021,85225,0.16
11/2021,85226,0.16
11/2021,85233,0.16
11/2021,85234,0.16
11/2021,85236,0.16
11/2021,85244,0.16
11/2021,85246,0.16
11/2021,85248,0.16
11/2021,85249,0.16
11/2021,85250,0.16
11/2021,85251,0.16
11/2021,85252,0.16
11/2021,85253,0.16
11/2021,85254,0.16
11/2021,85255,0.16
11/2021,85256,0.16
11/2021,85257,0.16
11/2021,85258,0.16
11/2021,85259,0.16
11/2021,85260,0.16
11/2021,85261,0.16
11/2021,85262,0.16
11/2021,85263,0.16
11/2021,85264,0.16
11/2021,85266,0.16
11/2021,85267,0.16
11/2021,85268,0.16
11/2021,85269,0.16
11/2021,85271,0.16
11/2021,85274,0.16
11/2021,85275,0.16
11/2021,85277,0.16
11/2021,85280,0.16
11/2021,85281,0.16
11/2021,85282,0.16
11/2021,85283,0.16
11/2021,85284,0.16
11/2021,85285,0.16
11/2021,85286,0.16
11/2021,85287,0.16
11/2021,85288,0.16
11/2021,85295,0.16
11/2021,85296,0.16
11/2021,85297,0.16
11/2021,85298,0.16
11/2021,85299,0.16
11/2021,85301,0.16
11/2021,85302,0.16
11/2021,85303,0.16
11/2021,85304,0.16
11/2021,85305,0.16
11/2021,85306,0.16
11/2021,85307,0.16
11/2021,85308,0.16
11/2021,85309,0.16
11/2021,85310,0.16
11/2021,85311,0.16
11/2021,85312,0.16
11/2021,85318,0.16
11/2021,85320,0.16
11/2021,85322,0.16
11/2021,85323,0.16
11/2021,85326,0.16
11/2021,85327,0.16
11/2021,85329,0.16
11/2021,85331,0.16
11/2021,85333,0.16
11/2021,85335,0.16
11/2021,85337,0.16
11/2021,85338,0.16
11/2021,85339,0.16
11/2021,85340,0.16
11/2021,85342,0.16
11/2021,85343,0.16
11/2021,85345,0.16
11/2021,85351,0.16
11/2021,85353,0.16
11/2021,85354,0.16
11/2021,85355,0.16
11/2021,85358,0.16
11/2021,85361,0.16
11/2021,85363,0.16
11/2021,85372,0.16
11/2021,85373,0.16
11/2021,85374,0.16
11/2021,85375,0.16
11/2021,85376,0.16
11/2021,85377,0.16
11/2021,85378,0.16
11/2021,85379,0.16
11/2021,85380,0.16
11/2021,85381,0.16
11/2021,85382,0.16
11/2021,85383,0.16
11/2021,85385,0.16
11/2021,85387,0.16
11/2021,85388,0.16
11/2021,85390,0.16
11/2021,85392,0.16
11/2021,85395,0.16
11/2021,85396,0.16
12/2021,04013,0.16
12/2021,85001,0.16
12/2021,85002,0.16
12/2021,85003,0.16
12/2021,85004,0.16
12/2021,85005,0.16
12/2021,85006,0.16
12/2021,85007,0.16
12/2021,85008,0.16
12/2021,85009,0.16
12/2021,85010,0.16
12/2021,85011,0.16
12/2021,85012,0.16
12/2021,85013,0.16
12/2021,85014,0.16
12/2021,85015,0.16
12/2021,85016,0.16
12/2021,85017,0.16
12/2021,85018,0.16
12/2021,85019,0.16
12/2021,85020,0.16
12/2021,85021,0.16
12/2021,85022,0.16
12/2021,85023,0.16
12/2021,85024,0.16
12/2021,85026,0.16
12/2021,85027,0.16
12/2021,85028,0.16
12/2021,85029,0.16
12/2021,85030,0.16
12/2021,85031,0.16
12/2021,85032,0.16
12/2021,85033,0.16
12/2021,85034,0.16
12/2021,85035,0.16
12/2021,85036,0.16
12/2021,85037,0.16
12/2021,85038,0.16
12/2021,85040,0.16
12/2021,85041,0.16
12/2021,85042,0.16
12/2021,85043,0.16
12/2021,85044,0.16
12/2021,85045,0.16
12/2021,85046,0.16
12/2021,85048,0.16
12/2021,85050,0.16
12/2021,85051,0.16
12/2021,85053,0.16
12/2021,85054,0.16
12/2021,85060,0.16
12/2021,85061,0.16
12/2021,85062,0.16
12/2021,85063,0.16
12/2021,85064,0.16
12/2021,85066,0.16
12/2021,85067,0.16
12/2021,85068,0.16
12/2021,85069,0.16
12/2021,85070,0.16
12/2021,85071,0.16
12/2021,85072,0.16
12/2021,85074,0.16
12/2021,85076,0.16
12/2021,85078,0.16
12/2021,85079,0.16
12/2021,85080,0.16
12/2021,85082,0.16
12/2021,85083,0.16
12/2021,85085,0.16
12/2021,85086,0.16
12/2021,85087,0.16
12/2021,85119,0.16
12/2021,85120,0.16
12/2021,85127,0.16
12/2021,85139,0.16
12/2021,85142,0.16
12/2021,85201,0.16
12/2021,85202,0.16
12/2021,85203,0.16
12/2021,85204,0.16
12/2021,85205,0.16
12/2021,85206,0.16
12/2021,85207,0.16
12/2021,85208,0.16
12/2021,85209,0.16
12/2021,85210,0.16
12/2021,85211,0.16
12/2021,85212,0.16
12/2021,85213,0.16
12/2021,85214,0.16
12/2021,85215,0.16
12/2021,85216,0.16
12/2021,85224,0.16
12/2021,85225,0.16
12/2021,85226,0.16
12/2021,85233,0.16
12/2021,85234,0.16
12/2021,85236,0.16
12/2021,85244,0.16
12/2021,85246,0.16
12/2021,85248,0.16
12/2021,85249,0.16
12/2021,85250,0.16
12/2021,85251,0.16
12/2021,85252,0.16
12/2021,85253,0.16
12/2021,85254,0.16
12/2021,85255,0.16
12/2021,85256,0.16
12/2021,85257,0.16
12/2021,85258,0.16
12/2021,85259,0.16
12/2021,85260,0.16
12/2021,85261,0.16
12/2021,85262,0.16
12/2021,85263,0.16
12/2021,85264,0.16
12/2021,85266,0.16
12/2021,85267,0.16
12/2021,85268,0.16
12/2021,85269,0.16
12/2021,85271,0.16
12/2021,85274,0.16
12/2021,85275,0.16
12/2021,85277,0.16
12/2021,85280,0.16
12/2021,85281,0.16
12/2021,85282,0.16
12/2021,85283,0.16
12/2021,85284,0.16
12/2021,85285,0.16
12/2021,85286,0.16
12/2021,85287,0.16
12/2021,85288,0.16
12/2021,85295,0.16
12/2021,85296,0.16
12/2021,85297,0.16
12/2021,85298,0.16
12/2021,85299,0.16
12/2021,85301,0.16
12/2021,85302,0.16
12/2021,85303,0.16
12/2021,85304,0.16
12/2021,85305,0.16
12/2021,85306,0.16
12/2021,85307,0.16
12/2021,85308,0.16
12/2021,85309,0.16
12/2021,85310,0.16
12/2021,85311,0.16
12/2021,85312,0.16
12/2021,85318,0.16
12/2021,85320,0.16
12/2021,85322,0.16
12/2021,85323,0.16
12/2021,85326,0.16
12/2021,85327,0.16
12/2021,85329,0.16
12/2021,85331,0.16
12/2021,85333,0.16
12/2021,85335,0.16
12/2021,85337,0.16
12/2021,85338,0.16
12/2021,85339,0.16
12/2021,85340,0.16
12/2021,85342,0.16
12/2021,85343,0.16
12/2021,85345,0.16
12/2021,85351,0.16
12/2021,85353,0.16
12/2021,85354,0.16
12/2021,85355,0.16
12/2021,85358,0.16
12/2021,85361,0.16
12/2021,85363,0.16
12/2021,85372,0.16
12/2021,85373,0.16
12/2021,85374,0.16
12/2021,85375,0.16
12/2021,85376,0.16
12/2021,85377,0.16
12/2021,85378,0.16
12/2021,85379,0.16
12/2021,85380,0.16
12/2021,85381,0.16
12/2021,85382,0.16
12/2021,85383,0.16
12/2021,85385,0.16
12/2021,85387,0.16
12/2021,85388,0.16
12/2021,85390,0.16
12/2021,85392,0.16
12/2021,85395,0.16
12/2021,85396,0.16
01/2022,04013,0.15
01/2022,85001,0.15
01/2022,85002,0.15
01/2022,85003,0.15
01/2022,85004,0.15
01/2022,85005,0.15
01/2022,85006,0.15
01/2022,85007,0.15
01/2022,85008,0.15
01/2022,85009,0.15
01/2022,85010,0.15
01/2022,85011,0.15
01/2022,85012,0.15
01/2022,85013,0.15
01/2022,85014,0.15
01/2022,85015,0.15
01/2022,85016,0.15
01/2022,85017,0.15
01/2022,85018,0.15
01/2022,85019,0.15
01/2022,85020,0.15
01/2022,85021,0.15
01/2022,85022,0.15
01/2022,85023,0.15
01/2022,85024,0.15
01/2022,85026,0.15
01/2022,85027,0.15
01/2022,85028,0.15
01/2022,85029,0.15
01/2022,85030,0.15
01/2022,85031,0.15
01/2022,85032,0.15
01/2022,85033,0.15
01/2022,85034,0.15
01/2022,85035,0.15
01/2022,85036,0.15
01/2022,85037,0.15
01/2022,85038,0.15
01/2022,85040,0.15
01/2022,85041,0.15
01/2022,85042,0.15
01/2022,85043,0.15
01/2022,85044,0.15
01/2022,85045,0.15
01/2022,85046,0.15
01/2022,85048,0.15
01/2022,85050,0.15
01/2022,85051,0.15
01/2022,85053,0.15
01/2022,85054,0.15
01/2022,85060,0.15
01/2022,85061,0.15
01/2022,85062,0.15
01/2022,85063,0.15
01/2022,85064,0.15
01/2022,85066,0.15
01/2022,85067,0.15
01/2022,85068,0.15
01/2022,85069,0.15
01/2022,85070,0.15
01/2022,85071,0.15
01/2022,85072,0.15
01/2022,85074,0.15
01/2022,85076,0.15
01/2022,85078,0.15
01/2022,85079,0.15
01/2022,85080,0.15
01/2022,85082,0.15
01/2022,85083,0.15
01/2022,85085,0.15
01/2022,85086,0.15
01/2022,85087,0.15
01/2022,85119,0.15
01/2022,85120,0.15
01/2022,85127,0.15
01/2022,85139,0.15
01/2022,85142,0.15
01/2022,85201,0.15
01/2022,85202,0.15
01/2022,85203,0.15
01/2022,85204,0.15
01/2022,85205,0.15
01/2022,85206,0.15
01/2022,85207,0.15
01/2022,85208,0.15
01/2022,85209,0.15
01/2022,85210,0.15
01/2022,85211,0.15
01/2022,85212,0.15
01/2022,85213,0.15
01/2022,85214,0.15
01/2022,85215,0.15
01/2022,85216,0.15
01/2022,85224,0.15
01/2022,85225,0.15
01/2022,85226,0.15
01/2022,85233,0.15
01/2022,85234,0.15
01/2022,85236,0.15
01/2022,85244,0.15
01/2022,85246,0.15
01/2022,85248,0.15
01/2022,85249,0.15
01/2022,85250,0.15
01/2022,85251,0.15
01/2022,85252,0.15
01/2022,85253,0.15
01/2022,85254,0.15
01/2022,85255,0.15
01/2022,85256,0.15
01/2022,85257,0.15
01/2022,85258,0.15
01/2022,85259,0.15
01/2022,85260,0.15
01/2022,85261,0.15
01/2022,85262,0.15
01/2022,85263,0.15
01/2022,85264,0.15
01/2022,85266,0.15
01/2022,85267,0.15
01/2022,85268,0.15
01/2022,85269,0.15
01/2022,85271,0.15
01/2022,85274,0.15
01/2022,85275,0.15
01/2022,85277,0.15
01/2022,85280,0.15
01/2022,85281,0.15
01/2022,85282,0.15
01/2022,85283,0.15
01/2022,85284,0.15
01/2022,85285,0.15
01/2022,85286,0.15
01/2022,85287,0.15
01/2022,85288,0.15
01/2022,85295,0.15
01/2022,85296,0.15
01/2022,85297,0.15
01/2022,85298,0.15
01/2022,85299,0.15
01/2022,85301,0.15
01/2022,85302,0.15
01/2022,85303,0.15
01/2022,85304,0.15
01/2022,85305,0.15
01/2022,85306,0.15
01/2022,85307,0.15
01/2022,85308,0.15
01/2022,85309,0.15
01/2022,85310,0.15
01/2022,85311,0.15
01/2022,85312,0.15
01/2022,85318,0.15
01/2022,85320,0.15
01/2022,85322,0.15
01/2022,85323,0.15
01/2022,85326,0.15
01/2022,85327,0.15
01/2022,85329,0.15
01/2022,85331,0.15
01/2022,85333,0.15
01/2022,85335,0.15
01/2022,85337,0.15
01/2022,85338,0.15
01/2022,85339,0.15
01/2022,85340,0.15
01/2022,85342,0.15
01/2022,85343,0.15
01/2022,85345,0.15
01/2022,85351,0.15
01/2022,85353,0.15
01/2022,85354,0.15
01/2022,85355,0.15
01/2022,85358,0.15
01/2022,85361,0.15
01/2022,85363,0.15
01/2022,85372,0.15
01/2022,85373,0.15
01/2022,85374,0.15
01/2022,85375,0.15
01/2022,85376,0.15
01/2022,85377,0.15
01/2022,85378,0.15
01/2022,85379,0.15
01/2022,85380,0.15
01/2022,85381,0.15
01/2022,85382,0.15
01/2022,85383,0.15
01/2022,85385,0.15
01/2022,85387,0.15
01/2022,85388,0.15
01/2022,85390,0.15
01/2022,85392,0.15
01/2022,85395,0.15
01/2022,85396,0.15
02/2022,04013,0.15
02/2022,85001,0.15
